Column1,name,ジャンル,その他ジャンル,都道府県,住所,電話番号,最寄り駅,Googleマップ,ウェブサイト,Twitter,Facebook,Instagram,normalized_name,name_count_norm,is_chain
1.0,薔薇絵亭,創作料理・無国籍料理,,茨城県,茨城県つくば市天久保2丁目7-22,298524568.0,つくば駅,https://goo.gl/maps/xpc9nYoHme3L3eZ46,,,,,薔薇絵亭,2.0,False
2.0,豊しん,魚介・海鮮料理,,茨城県,茨城県つくば市天久保2丁目2-4,298526639.0,つくば駅,https://goo.gl/maps/zrLcfZESdSogngMx6,,https://twitter.com/toyoshin1010,https://www.facebook.com/%E6%B5%B7%E9%AE%AE%E5%B1%85%E9%85%92%E5%B1%8B-%E8%B1%8A%E3%81%97%E3%82%93-913535018667760/,,豊しん,2.0,False
3.0,TABLE-cafe&dining-（ターブル）,カフェレストラン,,茨城県,茨城県つくば市千現2丁目1-6,298558088.0,つくば駅,https://goo.gl/maps/r5hXNQ4xRwwnMRSX6,https://www.tsukuba-tci.co.jp/conferenceroom/restaurant-2,,,,TABLE-cafe&dining-,2.0,False
4.0,筑波ハム,洋食,,茨城県,茨城県つくば市下平塚383,298561953.0,研究学園駅,https://goo.gl/maps/uT2ciyxQkEaZxT3Q8,http://www.tsukubaham.co.jp/,,,,筑波ハム,2.0,False
6.0,とんとこ豚,とんかつ,,茨城県,茨城県つくば市天久保2丁目18-4,298566515.0,つくば駅,https://g.page/ramengouya?share,,https://twitter.com/amakubotontoko,,,とんとこ豚,2.0,False
7.0,吾妻庵,そば・うどん,,茨城県,茨城県つくば市花室１６０９−１,298571251.0,,https://goo.gl/maps/ZFbD5EUYku8xpjoH8,,,,,吾妻庵,2.0,False
8.0,夢屋,定食・食堂,,茨城県,茨城県つくば市春日4丁目4-5,298580668.0,つくば駅,https://goo.gl/maps/t2hjg1DvPsALU6Ch9,,,,http://instagram.com/yumeya_tsukuba,夢屋,2.0,False
9.0,CAFÉ Clematis,カフェレストラン,,茨城県,茨城県つくば市春日4丁目5-7クラモチ春日マンション107ー1号,298581121.0,つくば駅,https://goo.gl/maps/3DXmJeS81VmfBGDb9,,https://twitter.com/clematis1122,,,CAFÉ Clematis,2.0,False
10.0,とんかつ純平,とんかつ,,茨城県,茨城県つくば市天久保1丁目1０-4,298582520.0,つくば駅,https://goo.gl/maps/sCuHTeuaekuCQw6j9,,,,,とんかつ純平,2.0,False
11.0,本場大阪 一太郎,お好み焼き・もんじゃ焼き,,茨城県,茨城県つくば市天久保2丁目6-1,298582610.0,つくば駅,https://goo.gl/maps/7yiYKFGDcquJfXei7,,https://twitter.com/ichitarookonomiyaki,,,本場大阪 一太郎,2.0,False
12.0,なごみ処きりん,居酒屋・ダイニングバー,,茨城県,茨城県つくば市天久保2丁目2-4,298583900.0,つくば駅,https://goo.gl/maps/GBquFuXgEArheiwb9,,https://twitter.com/kirinrininn,,,なごみ処きりん,2.0,False
13.0,サロン・デ・サン,カフェレストラン,,茨城県,茨城県つくば市天久保2丁目20-7レガートホソダ,298587886.0,つくば駅,https://goo.gl/maps/uJAMpQ7brrCiLR5A8,,,,,サロン・デ・サン,2.0,False
14.0,煮込み食堂まるしば,和食,,茨城県,茨城県つくば市下広岡1040-6,298590048.0,つくば駅,https://goo.gl/maps/NXy885UPJh9Q5T2H8,,https://twitter.com/ODdN2qmkw8aFAm4,,,煮込み食堂まるしば,2.0,False
15.0,ごう家,ラーメン・つけ麺,,茨城県,茨城県つくば市天久保2丁目15-7,298595151.0,つくば駅,https://goo.gl/maps/w4jVL72s5TobqGsP9,,https://twitter.com/ramengouya,,,ごう家,2.0,False
16.0,アペティート,イタリアン,,茨城県,茨城県つくば市松代１丁目３−６,298595757.0,,https://goo.gl/maps/JTAh2K2VG88ENWnp7,,,,,アペティート,2.0,False
17.0,リネア,イタリアン,,茨城県,茨城県つくば市二の宮3丁目27-2,298598066.0,つくば駅,https://goo.gl/maps/q6uNpt8ythPe2Ffu9,http://www.linea-tsukuba.com/,,,,リネア,2.0,False
18.0,ニューミラ,アジア・エスニック,,茨城県,茨城県つくば市天久保2丁目16-10,298602391.0,つくば駅,https://goo.gl/maps/G2zBudczYFYgXb8W9,,,,,ニューミラ,2.0,False
19.0,わだ家 つくば店,和食,,茨城県,茨城県つくば市研究学園5丁目8-4,298631567.0,研究学園駅,https://goo.gl/maps/h3UZyTbbFAyZTw979,http://www.wada-ya.com/tsukuba/,https://twitter.com/wadaya_tsukuba,,,わだ家,2.0,False
20.0,cafe&beer GOATEE 029倉庫(ゴーティー),カフェレストラン,,茨城県,茨城県つくば市栄313,298695216.0,つくば駅,https://goo.gl/maps/d1r41oxCCsgy1KGV9,,,,,cafe&beer GOATEE 029倉庫,2.0,False
21.0,旬の台所　連根屋,和食,,茨城県,茨城県牛久市神谷1丁目6-8,298713094.0,牛久駅,https://g.page/renkonya?share,http://renkonya.com/,,,https://instagram.com/renkon11,旬の台所 連根屋,2.0,False
22.0,ハンアリ,アジア・エスニック,,茨城県,茨城県つくば市天久保2丁目6-24,298754989.0,つくば駅,https://goo.gl/maps/WPDhvHW9bFUG7gby8,http://www.nikuyaku.com/,,,,ハンアリ,2.0,False
23.0,ばんどう太郎,和食,,茨城県,茨城県つくば市天久保2丁目14-1,298759371.0,つくば駅,https://goo.gl/maps/pGAmyfVz1a2w9ncm8,https://www.google.co.jp/url?url=http%3A%2F%2Fwww.bandotaro.co.jp%2F&sa=t&rct=j&source=maps&cd=1&usg=AOvVaw1BBliv8rQc24Zg-9v7E96v&ved=1i%3A1%2Ct%3A3443%2Ce%3A0%2Cp%3A4PWoXpbLJpiGoAT_17-wBg%3A3678,,,,ばんどう太郎,2.0,False
24.0,わかたろう,居酒屋・ダイニングバー,,茨城県,茨城県つくば市天久保3丁目21-3星谷ビル1F,298759891.0,つくば駅,https://goo.gl/maps/vt9PuaENkgpEt9zL7,http://wakatarou.com/,https://twitter.com/wakatarooooo,,,わかたろう,2.0,False
25.0,"焼鳥 EARTH,CHICKEN&FIRE(アーチキ)",焼き鳥,,茨城県,茨城県つくば市筑穂１丁目１４−１３,298790860.0,,https://g.page/earchicke?share,,,,,"焼鳥 EARTH,CHICKEN&FIRE",2.0,False
26.0,台湾めしと四川麻婆豆腐専門店 金の馬結,中華料理,,茨城県,茨城県つくば市天久保2丁目15-7,298797283.0,つくば駅,https://goo.gl/maps/pGAwwuAMsJToKtRB9,http://www7.plala.or.jp/taipei1515/,https://twitter.com/kinnobaketsu,,http://instagram.com/kinnobaketsu,台湾めしと四川麻婆豆腐専門店 金の馬結,2.0,False
27.0,本格炭火焼 山鶴（竹園）,居酒屋・ダイニングバー,,茨城県,茨城県つくば市竹園2丁目11-11-21竹園アイステナント007,298798444.0,つくば駅,https://goo.gl/maps/wZgakMdxRVqL6NDL7,,,,,本格炭火焼 山鶴,2.0,False
28.0,みなみのわびさび,居酒屋・ダイニングバー,,茨城県,茨城県つくば市天久保2丁目3-1,298798772.0,つくば駅,https://goo.gl/maps/tPYXMQXm3oFU15cy7,,,,,みなみのわびさび,2.0,False
29.0,つくば食堂 花,カフェレストラン,,茨城県,茨城県つくば市上野700-5,298799873.0,つくば駅,https://goo.gl/maps/tUygJx8NGdy324oa6,http://www.tsukuba-hana.net/,https://twitter.com/hana_tsukuba,https://facebook.com/tsukubahana,,つくば食堂 花,2.0,False
30.0,はりけんラーメン,ラーメン・つけ麺,ラーメン,茨城県,茨城県つくば市栗原2857-8,298863833.0,つくば,"https://maps.google.com/maps?ll=36.111728,140.111053&z=12&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92305-0001%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%E3%81%A4%E3%81%8F%E3%81%B0%E5%B8%82%E6%A0%97%E5%8E%9F%EF%BC%92%EF%BC%98%EF%BC%95%EF%BC%97%E2%88%92%EF%BC%98",,,,,はりけんラーメン,2.0,False
31.0,SORACAFE,喫茶店・カフェ,,茨城県,茨城県つくば市天久保3丁目2-8ウッディライフつくば1F,298869750.0,つくば駅,https://goo.gl/maps/Q3rStzZMieQJ1WbeA,http://www.soracafe-tsukuba.sakura.ne.jp/,https://twitter.com/soracafe_tsuku,,http://instagram.com/soravafe_tsukuba,SORACAFE,2.0,False
33.0,HAREGOHAN,創作料理・無国籍料理,,茨城県,茨城県つくば市学園の森3丁目21-1MeeTocoB-2,298936245.0,研究学園駅,https://goo.gl/maps/5Xtm4L9zNe9V1RsC7,https://www.haregohan.com/,https://twitter.com/hare_gohan,,http://instagram.com/haregohan,HAREGOHAN,1.0,False
34.0,スペイン料理cambio,スペイン料理,,茨城県,茨城県つくば市学園の森2-39-4,298936363.0,研究学園駅,https://goo.gl/maps/zqjcCx9zFvSxgvhCA,www.cambio-tsukuba.com,,,,スペイン料理cambio,2.0,False
35.0,タイ料理メーマリ~Thai food Mae Mali~,アジア・エスニック,,茨城県,茨城県つくば市山中３−１,298963773.0,つくば駅,https://goo.gl/maps/nMsD3VsA1CbrsNaJ8,https://thai-food-mae-mali.business.site/,,,,タイ料理メーマリ~Thai food Mae Mali~,2.0,False
36.0,おテイクアウト処 仲々,定食・食堂,,茨城県,茨城県つくば市春日4丁目20-2,298968283.0,つくば駅,https://goo.gl/maps/WiAE2cmh36xT7VQ56,,https://twitter.com/nakanakakasuga4,https://www.facebook.com/nakanaka.kasuga/,,おテイクアウト処 仲々,2.0,False
37.0,つけめん・まぜそばむじゃき,ラーメン・つけ麺,,茨城県,茨城県つくば市天久保2丁目10-19,298968988.0,つくば駅,https://goo.gl/maps/hojgy3zYSRt7xtHn6,https://mujaki.wixsite.com/mjk-official,https://twitter.com/tukemaze_mujaki,,,つけめん・まぜそばむじゃき,2.0,False
38.0,お好み焼き 蔵人,お好み焼き・もんじゃ焼き,,茨城県,茨城県かすみがうら市下稲吉3185-1,299596371.0,石岡駅,https://goo.gl/maps/pppcmCD1sqt6NGoy5,https://radioprima.net/16fmpmichikusajpb6/,https://twitter.com/junko_mama_san,,,お好み焼き 蔵人,2.0,False
39.0,レストランハーバー,洋食,,茨城県,茨城県神栖市平泉東1-64-182,299932446.0,小見川駅,https://goo.gl/maps/aJH82LjZhnq8MkP39,,,,,レストランハーバー,2.0,False
40.0,AIN SOPH. ripple,ベジ・ヴィーガン,アメリカン,東京都,東京都新宿区歌舞伎町２−４６−８新宿日章ビル１F,3063803205.0,西武新宿駅北口（徒歩１分）・JR大久保駅・JR新大久保駅（徒歩６分）,https://goo.gl/maps/CzukaMmzJ2jdAUzRA,ain-soph.jp,,http://www.facebook.com/ainsoph.japan,https://www.instagram.com/ainsoph_jp/,AIN SOPH. ripple,2.0,False
41.0,にっぽんのひとさら,カフェレストラン,,東京都,東京都千代田区丸の内3-1-1国際ビル地下1階,332012878.0,有楽町駅,https://goo.gl/maps/tnMFSMbwwCsUh8nt8,https://nippon-hitosara.com/,,,https://www.instagram.com/nipponnohitosara,にっぽんのひとさら,2.0,False
42.0,Pizzeria TAKATA BOKUSYA,イタリアン,,東京都,東京都新宿区戸塚町1−101高田牧舎ビル１F,332022376.0,早稲田駅,https://goo.gl/maps/ARnwC6RrCE26kfkV9,,https://twitter.com/takatabokusya?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/takadabokusya/,,Pizzeria TAKATA BOKUSYA,2.0,False
43.0,イル・デ・パン,カフェレストラン,,東京都,東京都新宿区早稲田鶴巻町５３７メゾン三晃1F,332038191.0,早稲田駅,https://goo.gl/maps/LtmLp3MtSfdCCiek9,,,,,イル・デ・パン,2.0,False
44.0,のりまき屋,和食,,東京都,東京都中央区新川1-9-9伊豫隅ビル1階,332060030.0,茅場町駅,https://maps.app.goo.gl/pQWwSPayu5yi4c758,http://www.norimakiya.net,https://mobile.twitter.com/norimakiya2,https://facebook.com/norimakiya/,https://instagram.com/norimaki.ya/,のりまき屋,2.0,False
45.0,Gland MA,居酒屋・ダイニングバー,,神奈川県,神奈川県川崎市多摩区登戸１８３１−１,0.0,向ヶ丘遊園駅,,,,,,Gland MA,1.0,False
46.0,炭焼長者 馬場六区,居酒屋・ダイニングバー,,東京都,東京都新宿区高田馬場2丁目15-7　03ビル1F,332098869.0,高田馬場駅,https://maps.app.goo.gl/jyawNw3e7AUZKvz88,,https://twitter.com/8869jp,https://facebook.com/8869jp/,,炭焼長者 馬場六区,2.0,False
47.0,サンパ（SYMPA)（ワインレストラン サンパ）,フレンチ,,東京都,東京都杉並区荻窪5-16-23リリーベル荻窪B1,332202888.0,荻窪駅,https://goo.gl/maps/47NWqqrdbdASeNuo9,https://ameblo.jp/sympa-ogikubo/,,,,サンパ,2.0,False
48.0,麺者服部（めんじゃはっとり）,ラーメン・つけ麺,ラーメン,東京都,東京都千代田区西神田2-1-8,332211232.0,水道橋,"https://maps.google.com/maps?ll=35.698914,139.756058&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92101-0065%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA%E8%A5%BF%E7%A5%9E%E7%94%B0%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%91%E2%88%92%EF%BC%98",,,,,麺者服部,2.0,False
49.0,たれ山 中野店,焼肉,,東京都,東京都中野区中野4-6-17,332288989.0,中野駅,https://maps.app.goo.gl/ARm8zaR9cvSzYSzy7,,,,,たれ山,2.0,False
50.0,鮨　みずかみ,寿司,,東京都,東京都千代田区一番町3-8,332300326.0,半蔵門駅,https://goo.gl/maps/asA1v9Tkdf1gDefZ6,http://sushi--mizukami.jp/,,https://facebook.com/profile.php?id=100013991551086,,鮨 みずかみ,2.0,False
51.0,ランチョン,フレンチ,洋食、ビヤホール,東京都,東京都千代田区神田神保町1-6,332330866.0,神保町駅,https://goo.gl/maps/uwewR6jNgP1U5mMW6,http://www.luncheon.jp,https://twitter.com/Luncheon_beer,,,ランチョン,2.0,False
52.0,イル ボッリート 新宿,イタリアン,,東京都,東京都新宿区若宮町5,332353225.0,飯田橋駅,https://goo.gl/maps/aD5uw2SCek8WU7oR6,https://www.instagram.com/kagurazaka_ilbollito/,,https://m.facebook.com/IL-BOLLITO-383068001847139/,https://www.instagram.com/kagurazaka_ilbollito/,イル ボッリート 新宿,2.0,False
53.0,トラットリア エ ピッツェリア コニファー,イタリアン,,東京都,東京都杉並区久我山3-24-22,332472530.0,久我山駅,https://goo.gl/maps/WjApr8x6W7m3QTeM9,http://www.trattoriaconifer.tokyo/,,https://facebook.com/rattoriaconifer.tokyo/?ref=bookmarks,https://instagram.com/trattoria_e_pizzeria_conifer,トラットリア エ ピッツェリア コニファー,2.0,False
56.0,神田　笹鮨,寿司,鮨,東京都,東京都千代田区鍛冶町2-8-5,332523344.0,神田駅,https://goo.gl/maps/bsUHDEtvyP9e8tkc7,https://www.sasazushi.com,https://twitter.com/sasa_no_waka,https://facebook.com/kandasasazushi/?ref=bookmarks,,神田 笹鮨,2.0,False
57.0,エリエート  秋葉原,喫茶店・カフェ,,東京都,東京都台東区秋葉原3-11,332538808.0,秋葉原駅,https://goo.gl/maps/FAuqhewY75stusiLA,,,,,エリエート 秋葉原,2.0,False
58.0,排骨担々五ノ井,中華料理,,東京都,東京都千代田区神田猿楽町1-3-6HARAビル1F,332590125.0,神保町駅,https://goo.gl/maps/gfL7rUJtwwRnbVup7,https://r.goope.jp/paikutantan,https://twitter.com/paikutantan,https://facebook.com/paikutantan/,,排骨担々五ノ井,2.0,False
59.0,八の坊,ラーメン・つけ麺,ラーメン,京都府,京都府京都市中京区西ノ京伯楽町22-9,0.0,円町,"https://maps.google.com/maps?ll=35.019018,135.727934&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92604-8452%20%E4%BA%AC%E9%83%BD%E5%BA%9C%E4%BA%AC%E9%83%BD%E5%B8%82%E4%B8%AD%E4%BA%AC%E5%8C%BA%E8%A5%BF%E3%83%8E%E4%BA%AC%E4%BC%AF%E6%A5%BD%E7%94%BA%EF%BC%92%EF%BC%92%E2%88%92%EF%BC%99",,,,,八の坊,1.0,False
60.0,ラビチュード,フレンチ,,東京都,東京都新宿区南山伏町3-5ワインコート神楽坂1F,332608784.0,牛込神楽坂駅,https://goo.gl/maps/1D2dSEvWa3nyXU98A,,,,,ラビチュード,2.0,False
61.0,インド料理 ムンバイ 九段店,カレー,,東京都,東京都千代田区九段南２丁目２−８松岡九段ビルB1F,332612211.0,九段下駅,https://goo.gl/maps/8tmLSKwJwptTa5sq7,https://mumbaijapan.com/kudan/,https://twitter.com/MumbaiPink/,,https://instagram.com/mumbaijapan/,インド料理 ムンバイ,2.0,False
62.0,メリメロ,フレンチ,,東京都,東京都千代田区飯田橋4-5-4CUBE飯田橋101,332633239.0,飯田橋駅,https://goo.gl/maps/Laafc595wy86juWV7,,,https://www.facebook.com/pg/melimelo20031107/,meli melo_iidabashi,メリメロ,1.0,False
63.0,麺屋づかちゃん,ラーメン・つけ麺,ラーメン,神奈川県,神奈川県横浜市磯子区杉田4-2-17,0.0,杉田,"https://maps.google.com/maps?ll=35.384055,139.620165&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92235-0033%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%A3%AF%E5%AD%90%E5%8C%BA%E6%9D%89%E7%94%B0%EF%BC%94%E4%B8%81%E7%9B%AE%EF%BC%92%E2%88%92%EF%BC%91%EF%BC%97",,,,,麺屋づかちゃん,1.0,False
64.0,九段プレジール,フレンチ,フレンチ・ビストロ,東京都,東京都千代田区九段南3-6-9,332658285.0,九段下駅,https://goo.gl/maps/JDfJjtc6iP77fBaV7,https://le-plaisir.net/,https://twitter.com/_le_plaisir,,,九段プレジール,2.0,False
65.0,Gli Scampi,イタリアン,,東京都,東京都新宿区神楽坂2-20-1-102,332676558.0,飯田橋駅,https://goo.gl/maps/nzRXwPs39yuodAsx5,,,https://www.instagram.com/kagurazaka_gliscampi/,,Gli Scampi,2.0,False
66.0,俺の生きる道 白山店（旧夢を語れ東京）,ラーメン・つけ麺,ラーメン,東京都,東京都文京区白山５丁目３６−１４,0.0,白山,"https://maps.google.com/maps?ll=35.720219,139.751462&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92112-0001%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%87%E4%BA%AC%E5%8C%BA%E7%99%BD%E5%B1%B1%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%94",,,,,俺の生きる道,3.0,False
67.0,あさだ,和食,,東京都,東京都新宿区神楽坂3-2-16ベスト神楽坂ビル4階,332691120.0,飯田橋駅,https://goo.gl/maps/6GY4SjbpQ584fsxb8,,,,https://instagram.com/asada_japanese_restaurant?igshid=1gugzaao7kag2,あさだ,2.0,False
68.0,京都銀閣寺ますたにラーメン,ラーメン・つけ麺,ラーメン,東京都,東京都中央区日本橋1-6-7関谷ビル1F,332728548.0,日本橋,"https://maps.google.com/maps?ll=35.682658,139.775372&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%81%AC%E3%81%BE%E3%81%9F%E3%83%93%E3%83%AB%201F%20%E3%80%92103-0027%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E5%A4%AE%E5%8C%BA%E6%97%A5%E6%9C%AC%E6%A9%8B%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%96%E2%88%92%EF%BC%97",,,,,京都銀閣寺ますたにラーメン,2.0,False
69.0,First Fruits Coffee,喫茶店・カフェ,,東京都,東京都港区白金1-25-29,332773370.0,白金高輪,https://goo.gl/maps/NRc8ZFrGHYdJ353f9,http://first-fruits-japan.com/,,,,First Fruits Coffee,2.0,False
71.0,ヤザワミート,焼肉,,東京都,東京都港区白金3丁目1-1-1第一麻布ビル,332801729.0,白金高輪,https://goo.gl/maps/iFBq66k7iLA8rEsi8,http://kuroge-wagyu.com/,,,,ヤザワミート,2.0,False
72.0,まつおぶし,ラーメン・つけ麺,ラーメン,東京都,東京都板橋区弥生町36-7,0.0,中板橋,"https://maps.google.com/maps?ll=35.755792,139.696279&z=16&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92173-0021%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%BF%E6%A9%8B%E5%8C%BA%E5%BC%A5%E7%94%9F%E7%94%BA%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%97",,,,,まつおぶし,1.0,False
73.0,ファイヤーマウンテンCK,ラーメン・つけ麺,つけ麺,東京都,東京都葛飾区亀有5-5-8,0.0,亀有,"https://maps.google.com/maps?ll=35.767149,139.843476&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92125-0061%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%91%9B%E9%A3%BE%E5%8C%BA%E4%BA%80%E6%9C%89%EF%BC%95%E4%B8%81%E7%9B%AE%EF%BC%95%E2%88%92%EF%BC%98",,,,,ファイヤーマウンテンCK,1.0,False
74.0,神田 いるさ,その他,和食,東京都,東京都千代田区神田小川町3-14-3イルサ1階,332943212.0,神保町駅,https://goo.gl/maps/NGiXKUSEVFxNKxoL6,http://www.ilusa.jp/,https://mobile.twitter.com/kanda_ilusa,,,神田 いるさ,2.0,False
75.0,バー・テンダリー,バー,,東京都,東京都大田区大森北1-33-11,332982155.0,,https://goo.gl/maps/6f6pU6DfK8AbVwuK9,,,,,バー・テンダリー,2.0,False
76.0,イタリア料理　ゴローゾテツ,イタリアン,,東京都,東京都杉並区西荻北3-31-6-103,333018599.0,西荻窪駅,https://g.page/golotetsu?share,,https://twitter.com/golomegu,,,イタリア料理 ゴローゾテツ,2.0,False
77.0,サラムナマステ,カレー,,東京都,東京都杉並区梅里2-9-10,333111132.0,新高円寺駅,https://goo.gl/maps/LpZjHVJr7yJjf1fR9,https://tabelog.com/tokyo/A1319/A131904/13025675/,https://twitter.com/salamnamaste01,,,サラムナマステ,2.0,False
78.0,鮨肴 一会,寿司,,東京都,東京都杉並区高円寺南3-48-6,333113366.0,,https://g.page/ichie-kouenji?share,,,,https://www.instagram.com/p/B-ex9rBgXoo/?igshid=8wn3sn14rtpg,鮨肴 一会,2.0,False
80.0,なると,ビールバー,,東京都,東京都杉並区阿佐谷南2-20-6,333136150.0,阿佐ヶ谷駅,https://maps.app.goo.gl/NEMLZKozBLGtGdok7,,https://twitter.com/asagaya_naruto?s=09,,https://instagram.com/asagaya_naruto_ono?igshid=15w5ku6hj6ueh,なると,2.0,False
81.0,麺屋桐龍,ラーメン・つけ麺,ラーメン,埼玉県,埼玉県川口市戸塚3-36-18,0.0,東川口,"https://maps.google.com/maps?ll=35.867542,139.752403&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92333-0811%20%E5%9F%BC%E7%8E%89%E7%9C%8C%E5%B7%9D%E5%8F%A3%E5%B8%82%E6%88%B8%E5%A1%9A%EF%BC%93%E4%B8%81%E7%9B%AE%EF%BC%93%EF%BC%96%E2%88%92%EF%BC%91%EF%BC%98",,,,,麺屋桐龍,1.0,False
82.0,高味園,中華料理,,東京都,東京都杉並区梅里2-9-9日比谷ビル101,333164658.0,新高円寺駅,https://goo.gl/maps/XDMu9iP4yzyzUGMFA,https://tabelog.com/tokyo/A1319/A131904/13011724/,,,,高味園,2.0,False
83.0,PIZZERIA no-no CHERCHIO,居酒屋・ダイニングバー,,東京都,東京都杉並区高円寺南4-24-11宝山ビル1F/2F,333177799.0,高円寺駅,https://goo.gl/maps/aMoFGCsLCF6gEHqE6,,,,,PIZZERIA no-no CHERCHIO,2.0,False
84.0,チェリー,フレンチ,,東京都,東京都世田谷区松原5-26-15松原パレス1F,333218899.0,東松原駅,https://goo.gl/maps/jqJRYWvRWaEGVKtDA,https://tabelog.com/tokyo/A1318/A131803/13161215/,,,https://instagram.com/cherry__peel/?hl=ja,チェリー,2.0,False
85.0,ハイマウント,ラーメン・つけ麺,スープなし麺,栃木県,栃木県小山市八幡町1-1-18,0.0,小山,"https://maps.google.com/maps?ll=36.310737,139.798588&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92323-0031%20%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%B0%8F%E5%B1%B1%E5%B8%82%E5%85%AB%E5%B9%A1%E7%94%BA%EF%BC%91%E4%B8%81%E7%9B%AE%EF%BC%91",,,,,ハイマウント,1.0,False
86.0,ぱんぷきん,洋食,,東京都,東京都調布市仙川町1-1-5,333262944.0,仙川駅,https://twitter.com/pumpkin198204,https://www.sengawa.com/panpu_sengawa/,https://twitter.com/pumpkin198204,,,ぱんぷきん,2.0,False
87.0,ラーメン武丸,ラーメン・つけ麺,ラーメン,栃木県,栃木県宇都宮市戸祭町2732-1,0.0,宇都宮,"https://maps.google.com/maps?ll=36.575096,139.877886&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92320-0053%20%E6%A0%83%E6%9C%A8%E7%9C%8C%E5%AE%87%E9%83%BD%E5%AE%AE%E5%B8%82%E6%88%B8%E7%A5%AD%E7%94%BA%EF%BC%92%EF%BC%97%EF%BC%93%EF%BC%92%E2%88%92%EF%BC%91",,,,,ラーメン武丸,1.0,False
88.0,バカ増しの里 ジャンクラーメン じおん,ラーメン・つけ麺,ラーメン,福島県,福島県郡山市安積町日出山一本松100-7,0.0,郡山,"https://maps.google.com/maps?ll=37.365716,140.384889&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92963-0101%20%E7%A6%8F%E5%B3%B6%E7%9C%8C%E9%83%A1%E5%B1%B1%E5%B8%82%E5%AE%89%E7%A9%8D%E7%94%BA%E6%97%A5%E5%87%BA%E5%B1%B1%E4%B8%80%E6%9C%AC%E6%9D%BE%EF%BC%91%EF%BC%90%EF%BC%90%E2%88%92%EF%BC%97",,,,,バカ増しの里 ジャンクラーメン じおん,1.0,False
89.0,発達障害BAR the BRATs,バー,,東京都,東京都渋谷区渋谷２丁目９−１０青山台ビルホーム1,0.0,,https://goo.gl/maps/pHsJZccfgd2LqLfs7,,,,,発達障害BAR the BRATs,1.0,False
90.0,サンプルパスタ,フレンチ,,福岡県,福岡市博多区博多駅１－１－１,0.0,博多,,,,,,サンプルパスタ,1.0,False
91.0,無鉄砲つけ麺無極,ラーメン・つけ麺,つけ麺,東京都,東京都中野区丸山2-1-1,333389998.0,野方,"https://maps.google.com/maps?ll=35.723035,139.65341&z=14&t=m&hl=ja&gl=US&mapclient=embed&q=%E3%80%92165-0021%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%AD%E9%87%8E%E5%8C%BA%E4%B8%B8%E5%B1%B1%EF%BC%92%E4%B8%81%E7%9B%AE%EF%BC%91%E2%88%92%EF%BC%91",,,,,無鉄砲つけ麺無極,2.0,False
92.0,みんなの黄ちゃん,その他,,福岡県,福岡県福岡市中央区警固１丁目３−６警固フラット101,0.0,薬院駅,https://goo.gl/maps/m8MsGr1oQvCn7trQ7,,,https://facebook.com/minnanoKochang,https://instagram.com/minnano_kochang/,みんなの黄ちゃん,1.0,False
93.0,インド料理ムンバイ四谷店 + The India Tea House,カレー,,東京都,東京都新宿区四谷１丁目８−６ホリナカビル1-2F,333500777.0,四谷駅,https://goo.gl/maps/W2uKMok6K9H6RYfSA,https://mumbaijapan.com/yotsuya,https://twitter.com/mumbai_teahouse,https://instagram.com/indiateahouse/,,インド料理ムンバイ四谷店 + The India Tea House,2.0,False
